DATE	TIME	OPEN	HIGH	LOW	CLOSE	TICKVOL	VOL	SPREAD
2022.11.17	18:15:00	1759.74	1759.94	1758.49	1759.34	2159	0	10
2022.11.17	18:30:00	1759.34	1759.34	1756.57	1758.42	1901	0	10
2022.11.17	18:45:00	1758.42	1758.61	1755.46	1758.08	1918	0	10
2022.11.17	19:00:00	1758.08	1759.31	1757.74	1758.93	2071	0	10
2022.11.17	19:15:00	1758.93	1759.13	1757.96	1758.28	1198	0	10
2022.11.17	19:30:00	1758.28	1759.31	1757.73	1759.06	993	0	10
2022.11.17	19:45:00	1759.06	1761.07	1759.06	1760.22	1445	0	10
2022.11.17	20:00:00	1760.22	1760.67	1759.46	1760.30	1230	0	10
2022.11.17	20:15:00	1760.30	1761.17	1759.59	1760.61	1258	0	10
2022.11.17	20:30:00	1760.70	1762.33	1760.28	1761.94	1145	0	10
2022.11.17	20:45:00	1761.86	1761.94	1759.96	1760.85	1020	0	10
2022.11.17	21:00:00	1760.86	1761.77	1760.42	1761.46	1352	0	10
2022.11.17	21:15:00	1761.44	1761.46	1760.06	1760.96	1301	0	10
2022.11.17	21:30:00	1760.96	1761.79	1760.27	1760.29	922	0	10
2022.11.17	21:45:00	1760.29	1761.21	1759.82	1760.81	1031	0	10
2022.11.17	22:00:00	1760.81	1761.32	1759.88	1760.17	1124	0	10
2022.11.17	22:15:00	1760.17	1760.33	1759.74	1760.08	794	0	10
2022.11.17	22:30:00	1760.07	1760.81	1759.97	1760.42	828	0	10
2022.11.17	22:45:00	1760.42	1761.42	1760.40	1760.99	933	0	10
2022.11.17	23:00:00	1761.01	1761.23	1760.69	1760.99	424	0	10
2022.11.17	23:15:00	1760.92	1761.08	1760.42	1760.85	240	0	10
2022.11.17	23:30:00	1760.85	1761.06	1760.82	1760.95	255	0	10
2022.11.17	23:45:00	1760.95	1761.03	1760.32	1760.74	181	0	10
2022.11.18	01:00:00	1760.37	1760.96	1760.32	1760.44	345	0	6
2022.11.18	01:15:00	1760.44	1760.83	1759.47	1759.70	646	0	6
