DATE	TIME	OPEN	HIGH	LOW	CLOSE	TICKVOL	VOL	SPREAD
2022.11.18	01:30:00	1759.66	1760.53	1759.32	1760.43	483	0	6
2022.11.18	01:45:00	1760.52	1760.98	1759.91	1760.12	408	0	6
2022.11.18	02:00:00	1760.11	1761.26	1759.98	1761.00	597	0	6
2022.11.18	02:15:00	1761.02	1762.46	1760.87	1762.06	671	0	6
2022.11.18	02:30:00	1762.07	1763.50	1761.94	1763.37	579	0	6
2022.11.18	02:45:00	1763.34	1763.73	1762.83	1763.06	762	0	6
2022.11.18	03:00:00	1763.05	1764.33	1762.16	1764.08	1236	0	6
2022.11.18	03:15:00	1763.99	1764.51	1763.21	1763.76	1110	0	10
2022.11.18	03:30:00	1763.77	1764.07	1762.00	1762.75	1359	0	10
2022.11.18	03:45:00	1762.75	1763.37	1761.86	1763.04	1403	0	10
2022.11.18	04:00:00	1763.00	1764.08	1763.00	1763.27	1358	0	10
2022.11.18	04:15:00	1763.27	1764.02	1762.80	1763.98	840	0	10
2022.11.18	04:30:00	1763.98	1764.31	1762.92	1763.05	952	0	10
2022.11.18	04:45:00	1763.05	1763.67	1762.51	1762.72	961	0	10
2022.11.18	05:00:00	1762.73	1764.07	1762.39	1762.52	867	0	10
2022.11.18	05:15:00	1762.48	1762.87	1761.70	1762.12	809	0	10
2022.11.18	05:30:00	1762.12	1763.59	1761.35	1763.57	700	0	10
2022.11.18	05:45:00	1763.57	1765.77	1763.49	1764.89	1173	0	10
2022.11.18	06:00:00	1764.88	1765.27	1763.89	1763.95	711	0	10
2022.11.18	06:15:00	1763.95	1764.63	1763.67	1763.91	452	0	10
2022.11.18	06:30:00	1763.91	1763.91	1762.61	1762.85	460	0	10
2022.11.18	06:45:00	1762.82	1762.93	1762.15	1762.59	575	0	10
2022.11.18	07:00:00	1762.59	1762.98	1761.57	1761.78	630	0	10
2022.11.18	07:15:00	1761.78	1762.14	1761.19	1761.56	788	0	10
2022.11.18	07:30:00	1761.42	1762.68	1761.13	1762.10	832	0	10
2022.11.18	07:45:00	1762.09	1764.13	1761.91	1764.06	658	0	10
2022.11.18	08:00:00	1764.05	1764.59	1763.49	1763.66	914	0	10
2022.11.18	08:15:00	1763.66	1764.49	1763.36	1763.61	784	0	10
2022.11.18	08:30:00	1763.61	1763.93	1762.76	1762.96	725	0	10
2022.11.18	08:45:00	1762.96	1764.16	1762.80	1763.86	773	0	10
2022.11.18	09:00:00	1763.86	1766.29	1763.47	1766.05	1307	0	10
2022.11.18	09:15:00	1766.00	1766.22	1764.03	1764.38	1220	0	10
2022.11.18	09:30:00	1764.38	1765.70	1763.27	1765.66	1202	0	10
2022.11.18	09:45:00	1765.66	1766.87	1765.41	1765.58	1407	0	10
2022.11.18	10:00:00	1765.49	1765.87	1762.52	1763.73	2600	0	10
2022.11.18	10:15:00	1763.73	1763.80	1761.96	1763.26	2414	0	10
2022.11.18	10:30:00	1763.29	1764.04	1762.36	1763.22	2328	0	10
2022.11.18	10:45:00	1763.25	1763.44	1761.76	1762.71	2291	0	10
2022.11.18	11:00:00	1762.70	1763.35	1760.70	1762.24	2573	0	10
2022.11.18	11:15:00	1762.24	1765.63	1761.59	1765.23	2082	0	10
2022.11.18	11:30:00	1765.23	1767.69	1765.23	1766.73	1991	0	10
2022.11.18	11:45:00	1766.72	1766.94	1763.72	1764.20	1685	0	10
2022.11.18	12:00:00	1764.19	1765.00	1763.71	1764.11	1364	0	10
2022.11.18	12:15:00	1764.13	1764.93	1762.90	1763.19	1226	0	10
2022.11.18	12:30:00	1763.20	1764.96	1763.20	1764.55	1605	0	10
2022.11.18	12:45:00	1764.54	1765.61	1764.44	1765.12	1579	0	10
2022.11.18	13:00:00	1765.14	1765.69	1764.25	1764.37	1786	0	10
2022.11.18	13:15:00	1764.43	1764.75	1761.53	1762.71	1523	0	10
2022.11.18	13:30:00	1762.71	1762.97	1760.76	1760.76	1767	0	10
2022.11.18	13:45:00	1760.74	1761.51	1759.97	1760.35	1622	0	10
2022.11.18	14:00:00	1760.36	1761.84	1759.15	1761.51	1691	0	10
2022.11.18	14:15:00	1761.50	1762.61	1761.17	1762.16	1358	0	10
2022.11.18	14:30:00	1762.16	1762.23	1760.21	1760.25	1571	0	10
2022.11.18	14:45:00	1760.24	1761.22	1759.39	1760.02	1517	0	10
2022.11.18	15:00:00	1760.02	1761.63	1758.14	1761.05	2431	0	10
2022.11.18	15:15:00	1761.08	1764.15	1760.84	1763.65	2723	0	10
2022.11.18	15:30:00	1763.64	1763.64	1760.99	1762.38	2613	0	10
2022.11.18	15:45:00	1762.38	1762.42	1759.23	1760.23	2952	0	10
2022.11.18	16:00:00	1760.24	1761.23	1758.64	1759.91	2759	0	10
2022.11.18	16:15:00	1759.91	1760.74	1754.75	1755.39	2854	0	10
2022.11.18	16:30:00	1755.44	1757.14	1753.66	1754.29	4074	0	10
2022.11.18	16:45:00	1754.32	1754.93	1749.91	1753.54	3742	0	10
2022.11.18	17:00:00	1753.54	1754.27	1751.05	1754.10	3310	0	10
2022.11.18	17:15:00	1754.08	1756.69	1753.26	1756.12	3049	0	10
2022.11.18	17:30:00	1756.11	1756.48	1754.92	1754.92	2407	0	10
2022.11.18	17:45:00	1754.92	1758.63	1754.89	1757.33	2962	0	10
2022.11.18	18:00:00	1757.29	1757.65	1756.22	1757.62	2306	0	10
2022.11.18	18:15:00	1757.58	1757.94	1756.59	1756.60	2518	0	10
2022.11.18	18:30:00	1756.59	1757.08	1754.80	1754.93	2009	0	10
2022.11.18	18:45:00	1754.93	1755.14	1753.01	1754.20	1745	0	10
2022.11.18	19:00:00	1754.25	1754.92	1753.24	1753.37	1360	0	10
2022.11.18	19:15:00	1753.34	1753.34	1750.13	1751.75	1781	0	10
2022.11.18	19:30:00	1751.75	1752.87	1751.11	1751.94	1055	0	10
2022.11.18	19:45:00	1751.93	1752.63	1751.13	1751.33	1166	0	10
2022.11.18	20:00:00	1751.33	1752.28	1750.45	1751.89	1115	0	10
2022.11.18	20:15:00	1751.89	1752.86	1751.53	1752.69	1035	0	10
2022.11.18	20:30:00	1752.70	1752.72	1750.29	1750.41	747	0	10
2022.11.18	20:45:00	1750.41	1750.51	1749.05	1749.06	917	0	10
2022.11.18	21:00:00	1749.07	1749.62	1748.06	1748.55	675	0	10
2022.11.18	21:15:00	1748.55	1749.53	1748.25	1749.04	779	0	10
2022.11.18	21:30:00	1749.06	1749.29	1747.52	1747.85	975	0	10
2022.11.18	21:45:00	1747.85	1748.75	1747.74	1748.36	948	0	10
2022.11.18	22:00:00	1748.36	1749.82	1747.62	1749.41	1225	0	10
2022.11.18	22:15:00	1749.42	1749.61	1748.25	1749.12	940	0	10
2022.11.18	22:30:00	1749.11	1749.83	1748.41	1749.59	1021	0	10
2022.11.18	22:45:00	1749.56	1749.63	1748.14	1748.63	1154	0	10
2022.11.18	23:00:00	1748.63	1749.12	1748.49	1749.04	396	0	10
2022.11.18	23:15:00	1749.04	1750.08	1749.04	1749.85	230	0	10
2022.11.18	23:30:00	1749.88	1750.15	1749.60	1749.71	295	0	10
2022.11.18	23:45:00	1749.62	1750.53	1749.43	1750.14	297	0	10
2022.11.21	01:00:00	1751.47	1752.15	1751.09	1751.66	630	0	6
2022.11.21	01:15:00	1751.66	1751.98	1750.99	1751.01	704	0	6
2022.11.21	01:30:00	1750.99	1751.84	1750.90	1751.78	679	0	6
2022.11.21	01:45:00	1751.78	1752.69	1751.66	1752.28	704	0	6
2022.11.21	02:00:00	1752.22	1752.97	1751.11	1751.23	804	0	6
2022.11.21	02:15:00	1751.21	1751.27	1750.39	1750.47	388	0	6
2022.11.21	02:30:00	1750.43	1750.47	1749.58	1750.24	536	0	6
2022.11.21	02:45:00	1750.24	1751.01	1750.18	1750.51	826	0	6
2022.11.21	03:00:00	1750.48	1750.48	1747.83	1748.71	1319	0	6
2022.11.21	03:15:00	1748.67	1748.81	1744.93	1745.26	1811	0	10
2022.11.21	03:30:00	1745.25	1747.83	1744.29	1747.36	1705	0	10
2022.11.21	03:45:00	1747.45	1747.85	1745.44	1746.17	1274	0	10
2022.11.21	04:00:00	1746.32	1746.34	1744.49	1744.69	1333	0	10
2022.11.21	04:15:00	1744.69	1746.05	1744.27	1745.49	1121	0	10
2022.11.21	04:30:00	1745.46	1745.97	1743.96	1744.18	1034	0	10
2022.11.21	04:45:00	1744.11	1744.62	1743.77	1744.36	1296	0	10
2022.11.21	05:00:00	1744.36	1745.46	1744.24	1745.12	971	0	10
2022.11.21	05:15:00	1745.10	1746.57	1744.66	1746.40	946	0	10
2022.11.21	05:30:00	1746.53	1746.76	1745.66	1745.87	635	0	10
2022.11.21	05:45:00	1745.82	1746.90	1745.77	1746.73	523	0	10
2022.11.21	06:00:00	1746.73	1747.43	1746.50	1746.76	499	0	10
2022.11.21	06:15:00	1746.76	1746.83	1745.86	1746.51	586	0	10
2022.11.21	06:30:00	1746.51	1746.52	1745.05	1745.45	763	0	10
2022.11.21	06:45:00	1745.44	1746.44	1744.93	1746.05	565	0	10
2022.11.21	07:00:00	1746.05	1746.69	1745.35	1746.41	940	0	10
2022.11.21	07:15:00	1746.45	1746.93	1745.66	1746.26	1062	0	10
2022.11.21	07:30:00	1746.26	1746.41	1744.55	1744.92	1118	0	10
2022.11.21	07:45:00	1744.89	1747.15	1744.34	1746.78	1025	0	10
2022.11.21	08:00:00	1746.77	1747.06	1746.06	1746.88	1474	0	10
2022.11.21	08:15:00	1746.88	1747.07	1745.72	1745.85	1315	0	10
2022.11.21	08:30:00	1745.87	1746.23	1744.85	1745.56	1208	0	10
2022.11.21	08:45:00	1745.54	1745.92	1744.54	1745.39	1100	0	10
2022.11.21	09:00:00	1745.41	1746.89	1744.65	1746.76	1643	0	10
2022.11.21	09:15:00	1746.77	1746.87	1744.69	1744.76	1719	0	10
2022.11.21	09:30:00	1744.76	1745.73	1742.32	1742.88	1905	0	10
2022.11.21	09:45:00	1742.81	1743.73	1742.03	1742.53	1507	0	10
2022.11.21	10:00:00	1742.56	1744.13	1741.67	1742.93	2437	0	10
2022.11.21	10:15:00	1742.93	1742.97	1741.07	1742.45	2174	0	10
2022.11.21	10:30:00	1742.43	1743.18	1740.62	1741.62	1753	0	10
2022.11.21	10:45:00	1741.62	1742.16	1740.83	1742.05	1646	0	10
2022.11.21	11:00:00	1742.04	1742.91	1739.19	1739.44	1957	0	10
2022.11.21	11:15:00	1739.55	1741.45	1739.19	1739.80	2038	0	10
2022.11.21	11:30:00	1739.80	1740.33	1737.45	1737.80	2154	0	10
2022.11.21	11:45:00	1737.81	1739.50	1736.99	1738.48	1954	0	10
2022.11.21	12:00:00	1738.48	1742.02	1738.01	1741.34	1830	0	10
2022.11.21	12:15:00	1741.35	1741.59	1740.00	1740.18	1448	0	10
2022.11.21	12:30:00	1740.18	1740.54	1739.62	1740.22	1366	0	10
2022.11.21	12:45:00	1740.22	1742.21	1740.06	1741.78	1550	0	10
2022.11.21	13:00:00	1741.77	1741.77	1740.17	1741.01	1465	0	10
2022.11.21	13:15:00	1741.01	1741.45	1739.81	1740.05	1285	0	10
2022.11.21	13:30:00	1740.04	1740.62	1739.85	1740.29	1291	0	10
2022.11.21	13:45:00	1740.29	1741.26	1739.81	1740.03	1441	0	10
2022.11.21	14:00:00	1739.98	1740.61	1739.80	1740.06	1600	0	10
2022.11.21	14:15:00	1740.06	1740.71	1739.19	1740.68	1335	0	10
2022.11.21	14:30:00	1740.69	1740.99	1739.72	1740.62	1194	0	10
2022.11.21	14:45:00	1740.63	1741.14	1739.87	1740.43	1542	0	10
2022.11.21	15:00:00	1740.44	1742.80	1739.34	1742.38	2501	0	10
2022.11.21	15:15:00	1742.40	1746.98	1742.23	1746.12	2934	0	10
2022.11.21	15:30:00	1746.13	1746.26	1742.41	1743.03	2515	0	10
2022.11.21	15:45:00	1742.87	1744.58	1741.60	1743.49	2639	0	10
2022.11.21	16:00:00	1743.55	1744.33	1742.59	1744.05	2309	0	10
2022.11.21	16:15:00	1744.03	1746.41	1743.91	1744.86	3421	0	10
2022.11.21	16:30:00	1744.98	1745.66	1740.56	1740.67	4464	0	10
2022.11.21	16:45:00	1740.66	1743.03	1739.93	1741.30	4078	0	10
2022.11.21	17:00:00	1741.31	1741.99	1736.06	1736.76	3662	0	10
2022.11.21	17:15:00	1736.72	1737.91	1735.96	1737.02	2735	0	10
2022.11.21	17:30:00	1737.02	1738.43	1736.14	1738.30	3116	0	10
2022.11.21	17:45:00	1738.46	1738.68	1736.14	1736.71	2666	0	10
2022.11.21	18:00:00	1736.67	1736.71	1734.23	1735.48	2274	0	10
2022.11.21	18:15:00	1735.41	1735.41	1733.32	1734.02	2172	0	10
2022.11.21	18:30:00	1734.01	1734.75	1733.52	1734.16	2652	0	10
2022.11.21	18:45:00	1734.16	1734.38	1732.51	1732.98	2067	0	10
2022.11.21	19:00:00	1733.00	1736.68	1732.93	1736.03	2621	0	10
2022.11.21	19:15:00	1736.03	1736.68	1734.90	1735.59	1440	0	10
2022.11.21	19:30:00	1735.59	1737.09	1735.54	1736.81	1163	0	10
2022.11.21	19:45:00	1736.82	1737.37	1736.42	1736.64	1595	0	10
2022.11.21	20:00:00	1736.64	1739.64	1736.12	1739.31	1760	0	10
2022.11.21	20:15:00	1739.29	1739.44	1737.48	1737.91	1862	0	10
2022.11.21	20:30:00	1737.99	1738.95	1737.57	1737.59	1739	0	10
2022.11.21	20:45:00	1737.58	1737.96	1737.07	1737.14	1139	0	10
2022.11.21	21:00:00	1737.14	1739.31	1737.14	1739.18	1274	0	10
2022.11.21	21:15:00	1739.21	1739.25	1738.07	1738.45	1204	0	10
2022.11.21	21:30:00	1738.45	1739.16	1737.92	1737.95	942	0	10
2022.11.21	21:45:00	1737.94	1738.19	1735.35	1735.44	1420	0	10
2022.11.21	22:00:00	1735.44	1737.63	1735.39	1737.28	1480	0	10
2022.11.21	22:15:00	1737.27	1738.10	1736.79	1737.16	890	0	10
2022.11.21	22:30:00	1737.19	1738.51	1737.11	1738.05	1099	0	10
2022.11.21	22:45:00	1738.07	1739.26	1738.07	1739.20	1826	0	10
2022.11.21	23:00:00	1739.24	1739.26	1738.71	1738.90	776	0	10
2022.11.21	23:15:00	1738.87	1739.38	1738.79	1739.24	427	0	10
2022.11.21	23:30:00	1739.24	1739.34	1738.05	1738.19	449	0	10
2022.11.21	23:45:00	1738.06	1738.64	1738.02	1738.51	330	0	10
2022.11.22	01:00:00	1738.95	1739.02	1737.63	1737.68	302	0	6
2022.11.22	01:15:00	1737.65	1738.71	1737.44	1737.92	559	0	6
2022.11.22	01:30:00	1737.93	1738.93	1737.91	1738.80	410	0	6
2022.11.22	01:45:00	1738.79	1738.92	1738.25	1738.59	233	0	6
2022.11.22	02:00:00	1738.59	1740.39	1738.08	1740.22	794	0	6
2022.11.22	02:15:00	1740.19	1740.89	1739.78	1740.85	779	0	6
2022.11.22	02:30:00	1740.88	1741.52	1740.33	1741.48	652	0	6
2022.11.22	02:45:00	1741.62	1741.70	1740.57	1740.82	602	0	6
2022.11.22	03:00:00	1740.78	1744.17	1740.46	1743.75	1203	0	6
2022.11.22	03:15:00	1743.60	1744.38	1742.95	1743.90	1100	0	10
2022.11.22	03:30:00	1743.88	1745.05	1743.42	1743.42	1581	0	10
2022.11.22	03:45:00	1743.43	1744.08	1742.60	1743.62	1065	0	10
2022.11.22	04:00:00	1743.62	1743.72	1742.45	1743.21	818	0	10
2022.11.22	04:15:00	1743.21	1743.66	1742.59	1742.62	627	0	10
2022.11.22	04:30:00	1742.62	1743.21	1741.81	1742.69	1015	0	10
2022.11.22	04:45:00	1742.69	1743.69	1742.44	1743.40	786	0	10
2022.11.22	05:00:00	1743.39	1743.70	1742.16	1743.28	1180	0	10
2022.11.22	05:15:00	1743.28	1744.15	1742.57	1743.96	827	0	10
2022.11.22	05:30:00	1743.97	1744.35	1743.39	1744.18	596	0	10
2022.11.22	05:45:00	1744.19	1745.04	1743.75	1744.22	535	0	10
2022.11.22	06:00:00	1744.18	1744.67	1743.74	1744.26	497	0	10
2022.11.22	06:15:00	1744.22	1744.70	1744.13	1744.65	408	0	10
2022.11.22	06:30:00	1744.66	1745.68	1744.65	1745.08	833	0	10
2022.11.22	06:45:00	1744.95	1745.41	1744.26	1745.12	574	0	10
2022.11.22	07:00:00	1745.23	1745.33	1744.11	1744.26	764	0	10
2022.11.22	07:15:00	1744.26	1744.95	1743.52	1743.68	603	0	10
2022.11.22	07:30:00	1743.66	1743.71	1741.71	1741.90	1007	0	10
2022.11.22	07:45:00	1741.90	1742.91	1740.96	1741.59	964	0	10
2022.11.22	08:00:00	1741.57	1742.79	1741.47	1742.48	936	0	10
2022.11.22	08:15:00	1742.49	1742.95	1741.18	1741.48	898	0	10
2022.11.22	08:30:00	1741.56	1741.66	1740.67	1741.50	1137	0	10
2022.11.22	08:45:00	1741.49	1741.87	1740.58	1740.78	929	0	10
2022.11.22	09:00:00	1740.81	1741.88	1740.33	1741.22	1395	0	10
2022.11.22	09:15:00	1741.23	1742.42	1740.53	1741.79	1631	0	10
2022.11.22	09:30:00	1741.79	1742.55	1741.35	1742.30	1452	0	10
2022.11.22	09:45:00	1742.31	1744.91	1742.23	1743.12	1557	0	10
2022.11.22	10:00:00	1743.08	1744.42	1741.96	1743.31	2636	0	10
2022.11.22	10:15:00	1743.31	1746.36	1743.31	1745.79	2801	0	10
2022.11.22	10:30:00	1745.82	1746.11	1743.35	1743.63	2234	0	10
2022.11.22	10:45:00	1743.59	1745.90	1743.19	1744.59	2299	0	10
2022.11.22	11:00:00	1744.59	1745.76	1744.16	1744.97	1879	0	10
2022.11.22	11:15:00	1744.98	1745.71	1743.88	1745.29	1894	0	10
2022.11.22	11:30:00	1745.28	1748.13	1745.28	1747.48	2554	0	10
2022.11.22	11:45:00	1747.51	1748.43	1746.58	1746.93	1804	0	10
2022.11.22	12:00:00	1746.93	1747.57	1746.55	1746.91	1848	0	10
2022.11.22	12:15:00	1746.92	1747.59	1746.46	1747.09	1522	0	10
2022.11.22	12:30:00	1747.11	1748.10	1746.96	1747.39	1204	0	10
2022.11.22	12:45:00	1747.39	1747.51	1746.00	1746.12	1124	0	10
2022.11.22	13:00:00	1746.12	1747.47	1745.90	1746.04	1567	0	10
2022.11.22	13:15:00	1746.00	1748.33	1745.76	1748.24	1970	0	10
2022.11.22	13:30:00	1748.20	1749.71	1747.20	1747.22	1915	0	10
2022.11.22	13:45:00	1747.18	1748.66	1747.08	1748.53	1793	0	10
2022.11.22	14:00:00	1748.57	1748.57	1747.17	1748.26	1627	0	10
2022.11.22	14:15:00	1748.26	1748.41	1747.30	1747.30	1722	0	10
2022.11.22	14:30:00	1747.30	1748.36	1746.22	1746.35	1618	0	10
2022.11.22	14:45:00	1746.29	1746.91	1745.90	1746.43	1645	0	10
2022.11.22	15:00:00	1746.40	1748.12	1745.60	1745.65	2683	0	10
2022.11.22	15:15:00	1745.65	1746.50	1744.09	1744.74	2680	0	10
2022.11.22	15:30:00	1744.74	1745.22	1744.12	1744.31	2419	0	10
2022.11.22	15:45:00	1744.31	1746.09	1743.01	1743.65	2315	0	10
2022.11.22	16:00:00	1743.69	1743.80	1742.05	1742.46	2352	0	10
2022.11.22	16:15:00	1742.47	1744.20	1741.70	1743.78	2420	0	10
2022.11.22	16:30:00	1743.78	1746.21	1742.22	1744.85	4197	0	10
2022.11.22	16:45:00	1744.90	1746.69	1742.69	1742.86	3492	0	10
2022.11.22	17:00:00	1742.85	1744.24	1742.30	1744.20	3106	0	10
2022.11.22	17:15:00	1744.23	1744.64	1743.51	1743.97	2626	0	10
2022.11.22	17:30:00	1744.01	1744.55	1741.68	1742.63	2978	0	10
2022.11.22	17:45:00	1742.64	1742.80	1741.68	1741.87	2757	0	10
2022.11.22	18:00:00	1741.87	1741.91	1739.81	1739.89	2303	0	10
2022.11.22	18:15:00	1739.91	1741.55	1739.71	1740.99	1816	0	10
2022.11.22	18:30:00	1740.99	1741.08	1739.97	1740.77	1636	0	10
2022.11.22	18:45:00	1740.76	1742.18	1740.73	1741.84	1119	0	10
2022.11.22	19:00:00	1741.85	1741.96	1741.35	1741.51	1017	0	10
2022.11.22	19:15:00	1741.51	1741.52	1740.06	1740.06	1072	0	10
2022.11.22	19:30:00	1740.07	1740.15	1738.60	1739.21	1377	0	10
2022.11.22	19:45:00	1739.22	1739.61	1738.66	1739.59	1209	0	10
2022.11.22	20:00:00	1739.59	1740.09	1737.66	1739.96	1453	0	10
2022.11.22	20:15:00	1739.95	1740.45	1738.93	1739.47	992	0	10
2022.11.22	20:30:00	1739.55	1739.81	1737.78	1738.52	1060	0	10
2022.11.22	20:45:00	1738.52	1739.28	1737.91	1738.73	957	0	10
2022.11.22	21:00:00	1738.73	1738.94	1737.28	1738.48	1064	0	10
2022.11.22	21:15:00	1738.48	1738.70	1738.07	1738.23	858	0	10
2022.11.22	21:30:00	1738.27	1738.31	1737.20	1737.25	855	0	10
2022.11.22	21:45:00	1737.25	1738.59	1737.05	1738.23	878	0	10
2022.11.22	22:00:00	1738.21	1738.52	1737.31	1737.75	966	0	10
2022.11.22	22:15:00	1737.76	1738.91	1737.54	1738.81	684	0	10
2022.11.22	22:30:00	1738.82	1740.13	1738.75	1739.43	1142	0	10
2022.11.22	22:45:00	1739.43	1740.69	1738.82	1740.38	1335	0	10
2022.11.22	23:00:00	1740.28	1740.51	1739.56	1740.36	904	0	10
2022.11.22	23:15:00	1740.28	1740.56	1739.83	1740.39	345	0	10
2022.11.22	23:30:00	1740.40	1740.57	1740.10	1740.15	236	0	10
2022.11.22	23:45:00	1740.18	1740.30	1739.80	1740.02	168	0	10
2022.11.23	01:00:00	1740.08	1740.14	1739.72	1740.11	270	0	6
2022.11.23	01:15:00	1740.10	1741.29	1740.10	1741.26	409	0	6
2022.11.23	01:30:00	1741.29	1741.29	1740.52	1740.59	311	0	6
2022.11.23	01:45:00	1740.60	1741.25	1740.55	1741.17	357	0	6
2022.11.23	02:00:00	1741.19	1742.82	1741.19	1742.56	587	0	6
2022.11.23	02:15:00	1742.56	1742.90	1742.04	1742.11	407	0	6
2022.11.23	02:30:00	1742.11	1742.55	1741.76	1742.05	662	0	6
